,trigger,leftvar,AMS,AMSrecon,MAD,MSE,ROCIntegral,overtrain,bckevents,sigevents
0,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,recon_Wmass,0.899,0.64,0.20171009579605242,0.06069095916185584,82.10792072966288,1.9506693605144392,43559.520736694336,131.90759025514126
1,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,deltaR_reconHW,0.939,0.753,0.18919772535796306,0.05369431918323257,82.0909020231046,1.938884937828334,33990.47560882568,132.44712025672197
2,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,recon_Hpt,1.01,0.813,0.20433004803866064,0.06156874226309032,84.06068423473538,1.9471141043759417,28759.953811645508,126.46373784542084
3,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,recon_Wpt,1.03,0.773,0.19580279568315825,0.05713205652021064,83.85752996426574,1.9499462443054654,48688.97998046875,158.81101171672344
4,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,deltaR_bb,1.19,0.8,0.2037601275694596,0.06187493365320369,83.76871697433113,1.9508114685440887,36903.522460222244,149.40779692679644
5,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,deltaR_W,1.52,0.693,0.19729523295527615,0.05863391755300988,83.28683238320247,1.9387477227874115,50789.03936004639,147.52481262385845
6,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,Jet_HT,1.01,0.767,0.19048186366864905,0.055946815117700964,81.5414155717965,1.9346783889530528,40636.202461242676,147.22365781664848
7,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,"['bJet_pt1', 'bJet_pt2']",0.93,0.749,0.20059399161460165,0.06054623889657829,83.16838574540074,1.9394481475828798,50167.04051208496,160.45516469329596
8,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,"['WJet_pt1', 'WJet_pt2']",1.15,0.78,0.20476987100910585,0.06324876979876978,83.37427857770324,1.9408734181852196,51213.28589630127,164.24721943587065
9,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,"['WJet_btagDeepB1', 'WJet_btagDeepB2']",0.997,0.696,0.20331163201098176,0.061260336256715606,83.39867941858596,1.9432197474907298,56803.84033203125,161.3072662949562
10,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,"['WJet_btagDeepC1', 'WJet_btagDeepC2']",1.14,0.903,0.19683574462672063,0.058156294740051004,83.81287210470794,1.9582414213445176,37845.22450256348,160.81308937072754
11,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,"['bJet_mass1', 'bJet_mass2']",1.06,0.738,0.20752546527069263,0.06216155181363643,83.38679433462043,1.9378136095592708,67281.44094848633,184.90135216712952
12,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,"['WJet_mass1', 'WJet_mass2']",0.997,0.786,0.19367928594186964,0.0565153268811738,83.66343989804162,1.946101465711763,50385.816093444824,170.71908976137638
13,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,"['WJet_neEmEF1', 'WJet_neEmEF2']",1.1,0.86,0.20177495150340835,0.059878429817829655,83.3271177925559,1.9480843201199605,24663.991409301758,122.00828827172518
14,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,"['WJet_neHEF1', 'WJet_neHEF2']",1.01,0.799,0.20484089181132603,0.06182243076530754,83.58259766401879,1.9560068921782658,26649.17381286621,121.41734157502651
15,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,"['WJet_qgl1', 'WJet_qgl2']",0.977,0.702,0.2062544932213247,0.06352690103523892,82.94669737089825,1.9461512706070039,39175.28322458267,132.89312609285116
16,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,"['HJet_qgl1', 'HJet_qgl2']",0.977,0.705,0.19943962945460464,0.05949687714976194,83.14038921308475,1.942385713822432,64949.94955444336,168.96336978673935
17,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,"['WJet_nConstituents1', 'WJet_nConstituents2']",0.978,0.754,0.20330668324668824,0.06152857353782519,83.79681317658688,1.948740034863052,60712.76486968994,179.82346157729626
18,HLT_PFHT180,recon_Wmass,0.758,0.536,0.2128505678808207,0.06619089629214353,82.75679018492725,1.977559908917101,1503740.03515625,650.5230633020401
19,HLT_PFHT180,deltaR_reconHW,0.8,0.567,0.19447155550259396,0.05689882754375506,81.41081109956784,1.970535237834497,652215.9462890625,447.1787374019623
20,HLT_PFHT180,recon_Hpt,1.01,0.672,0.20527521404426793,0.06285228148576348,83.41996807202452,1.9708837988538335,82234.98219299316,186.1061583161354
21,HLT_PFHT180,recon_Wpt,0.954,0.69,0.2075224711838444,0.06370193820837029,83.8217666798667,1.9796729790034533,452492.5637207031,453.54726243019104
22,HLT_PFHT180,deltaR_bb,0.946,0.684,0.2073675354054006,0.06438599316008839,83.78014848334304,1.9765547470426554,600469.5107421875,516.3670517206192
23,HLT_PFHT180,deltaR_W,0.718,0.502,0.21654021203405757,0.07022135993178906,81.84979817063603,1.9724153177929225,2555194.6508789062,794.3206493854523
24,HLT_PFHT180,Jet_HT,0.92,0.646,0.19633906215419908,0.05798050812312084,82.7730610433841,1.9704439121028372,260730.21914672852,325.002936065197
25,HLT_PFHT180,"['bJet_pt1', 'bJet_pt2']",0.903,0.638,0.21057867969242808,0.06586887594461303,82.26766581915481,1.9723733940776356,504695.3631591797,444.87202656269073
26,HLT_PFHT180,"['WJet_pt1', 'WJet_pt2']",0.796,0.588,0.21091900720974568,0.06619905331687241,83.44470204604181,1.9725762002191232,640893.775390625,461.156789958477
