,trigger,options,AMS,MAD,MSE,ROCIntegral,overtrain
0,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:BoostType=AdaBoost,0.847,0.10477339934302918,0.016957882135684495,83.03828020597336,1.939971594070812
1,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:BoostType=RealAdaBoost,0.708,0.47344197485436323,0.22589913803358302,80.9099563088258,1.9398251607344719
2,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:BoostType=Bagging,0.338,0.8327136908355981,0.7687017243747051,76.3655052593785,1.9625375824980438
3,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:BoostType=Grad,0.743,0.5332615309064358,0.3673584328709049,81.59621024952992,1.8489728936110623
4,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:BoostType=AdaBoost,0.857,0.105751750823554,0.01713511496264437,83.27856886421081,1.9329794648242569
5,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:BoostType=RealAdaBoost,0.71,0.47343205919435166,0.22577284543149168,81.35177181425344,1.9491053176752757
6,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:BoostType=Bagging,0.291,0.8417858888298134,0.7529199273114724,75.18644870016882,1.9537900825962424
7,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:BoostType=Grad,0.771,0.5322769276212557,0.3629963094342169,82.10901962719932,1.8758292518323287
8,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:BoostType=AdaBoost,0.87,0.10772315852116472,0.01753036603142246,83.1724736874756,1.9382245742062878
9,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:BoostType=RealAdaBoost,0.754,0.47412341386897355,0.22635125459496644,81.32705366845728,1.9478359376080334
10,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:BoostType=Bagging,0.296,0.8666699792645266,0.817737054076923,72.76009982489981,1.9591336591402069
11,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:BoostType=Grad,0.777,0.531558764735704,0.3631537823466525,81.91083662060811,1.8577160782297142
12,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:VarTransform=P,0.766,0.10102342999863438,0.01587594955013214,81.68552072609633,1.9358106255058374
13,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:VarTransform=U,0.931,0.10226730921254776,0.016019953138982693,82.97625813026863,1.9047650188385887
14,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:VarTransform=G,0.916,0.11030827725040791,0.018785827718170393,83.43308029717407,1.9318598860882048
15,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:VarTransform=N,0.854,0.10481290678116295,0.017086103029860775,83.2103144153597,1.9328624535555718
16,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:VarTransform=D,0.848,0.10637042449515305,0.017155919897749318,81.74636341156109,1.9239316989962845
17,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:VarTransform=P,0.777,0.10326024559184752,0.016651263827858392,81.41305899102534,1.9249342002713092
18,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:VarTransform=U,0.899,0.10446907196086776,0.016536874188503074,83.18949060306899,1.9152343969581125
19,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:VarTransform=G,0.934,0.10510648480898449,0.017024831527006005,83.53098903740442,1.9265712287215138
20,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:VarTransform=N,0.795,0.10507927213998586,0.017058182507815732,82.71771527337418,1.925056358290476
21,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:VarTransform=D,0.837,0.10494495265156799,0.01688277228755894,81.93557615465893,1.9318389988166018
22,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:VarTransform=P,0.769,0.1022436807956341,0.01626574495486058,81.31234179227204,1.9203720422156039
23,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:VarTransform=U,1.1,0.10274539945413434,0.016010248156726598,83.58604855508591,1.9251237082316948
24,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:VarTransform=G,0.853,0.10866961287886798,0.018078148678922237,83.15406868262245,1.9300201747828396
25,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:VarTransform=N,0.952,0.10827550355075292,0.018052969831143118,83.21260432747854,1.9458170365833212
26,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:VarTransform=D,0.884,0.10434819021876036,0.016689364613293494,81.84927230502556,1.9282863829191683
27,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:SeparationType=CrossEntropy,0.855,0.10950204520659056,0.018498648319913897,83.26016567854334,1.9368053215623604
28,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:SeparationType=GiniIndex,0.848,0.1082935742156425,0.017931755823271105,82.9094737200493,1.932864329435688
29,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:SeparationType=GiniIndexWithLaplace,0.882,0.10524439035586061,0.016790725004790605,82.72233646275822,1.9301378255274813
30,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,NTrees=500:SeparationType=MisClassificationError,0.806,0.10218253757489522,0.016098039826228552,82.22366052512248,1.9027618952532066
