,trigger,leftvar,AMS,AMSrecon,MAD,MSE,ROCIntegral,overtrain,bckevents,sigevents
0,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,recon_Wmass,0.864,0.645,0.1663683092408914,0.04099087629949666,82.86514917933465,1.9503528966233716,125182.4921875,222.68482154607773
1,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,deltaR_reconHW,1.07,0.7,0.1679527118099092,0.04249604661417217,82.52075227950127,1.9348246862004999,112110.55578613281,228.57145515084267
2,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,recon_Hpt,1.05,0.89,0.1720163799716577,0.04458050312120318,83.91886389656044,1.9395663684717874,38677.0739364624,153.4324268400669
3,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,recon_Wpt,1.93,0.739,0.17417211300443677,0.044579901399429245,84.33403624648359,1.9469891709168223,110632.9956665039,240.5963616669178
4,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,deltaR_bb,1.92,0.712,0.1697704109058545,0.043883431649735634,83.35197177410505,1.934376472087024,119006.68127441406,242.55316665768623
5,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,deltaR_W,0.972,0.708,0.17930576425430508,0.04886627650621135,83.61200700879465,1.9360230325510202,187692.5669555664,301.85694083571434
6,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,Jet_HT,1.01,0.737,0.1636768050595264,0.04076776658190835,81.78476585215371,1.9355463618629898,138314.21228027344,265.9647360444069
7,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,"['bJet_pt1', 'bJet_pt2']",1.06,0.713,0.16479245490839337,0.04203180876124,83.7684344227926,1.9282991969566865,154800.27471923828,277.60409820079803
8,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,"['WJet_pt1', 'WJet_pt2']",1.1,0.812,0.1693511860388006,0.04283477178728013,84.12038740249062,1.9399394380270678,96076.03982543945,239.80376106500626
9,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,"['WJet_btagDeepB1', 'WJet_btagDeepB2']",1.09,0.754,0.17364058125800547,0.045221767180848964,83.97127073127469,1.96068309436032,134371.2704925537,270.5003361105919
10,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,"['WJet_btagDeepC1', 'WJet_btagDeepC2']",1.06,0.921,0.16462814561838635,0.04041940669624132,84.02141047059894,1.941336577166112,38526.24124908447,163.96512505412102
11,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,"['bJet_mass1', 'bJet_mass2']",1.1,0.764,0.16698196283107614,0.04156920063747042,83.89849083792357,1.953951552010949,127227.82315063477,264.8958271294832
12,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,"['WJet_mass1', 'WJet_mass2']",1.15,0.897,0.17015409844117202,0.043562660743728276,84.27467847285591,1.9488515797384025,35688.829902648926,161.30203358829021
13,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,"['WJet_neEmEF1', 'WJet_neEmEF2']",0.936,0.758,0.17249730389182652,0.04505010567584912,84.0545649362009,1.936872742840933,54395.70179748535,166.5243350714445
14,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,"['WJet_neHEF1', 'WJet_neHEF2']",1.13,0.778,0.17329879731066103,0.04445600765096217,84.07059836133736,1.943495811291541,99344.86459350586,236.67890524864197
15,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,"['WJet_qgl1', 'WJet_qgl2']",1.04,0.712,0.1622308744025005,0.04005270852814996,83.42199420660666,1.9471142693709567,133668.54232788086,253.62689676880836
16,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,"['HJet_qgl1', 'HJet_qgl2']",0.976,0.765,0.1669508798236191,0.04163465012914516,84.34860982352205,1.9415239765603474,54366.76239776611,163.79783087968826
17,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,"['WJet_nConstituents1', 'WJet_nConstituents2']",1.07,0.874,0.1742585934586656,0.044941249592913894,84.2527665081758,1.9349231501723807,41682.08000946045,169.52383346110582
18,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,recon_Wmass,0.875,0.622,0.16959728997447374,0.0427014491454651,82.36535761933793,1.9413241259353526,184176.88916015625,262.9857262670994
19,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,deltaR_reconHW,0.979,0.72,0.16557347042164552,0.04072633200197355,82.4996831904449,1.933886100284326,127597.41638183594,239.80714970827103
20,HLT_PFHT300PT30_QuadPFJet_75_60_45_40,recon_Hpt,1.02,0.795,0.1772323975828254,0.04685124339106655,84.00322085066209,1.9442602487970362,43626.11089324951,151.56951623409986
